month,day,year,day_of_year,date,zone,type_of_site,visit site number,site,Latitude,Longitude,Elevation,Net_open,Net_close,Rain_time,Net_no,Temperature,Wind,Cloud,Bander_ID,Species,Band,Sex,Plumage,Estado reproductivo,Beak_length,Beak_depth,Beak_width,Tarsus,Wing,Mass,Pox_IUR,Pox_scale,Pox_size_lesion,Fecal,Narina,Slide,Swab,Blood,Plasma,Recaptured,Notes,Color band,territory,Hemoglobin,HEMATOCRIT,Exportar_sangre,Exportar_swab,check_number
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,FUL,SMA1365,M,4,0,10.28,9.021,6.19,17.75,66,15,U,NA,NA,0,A,0,1,1,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,MAG,SM2026,M,5,CP2,17.11,15.65,10.39,24.95,78,28.83,U,NA,NA,0,B,1,0,1,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,SCA,SM2027,M,5,CP5,14.75,9.13,6.43,19.92,69,19.96,I,A,5.42,0,B,1,1,1,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,PAR,SMA1366,U,0,0,8.87,7.07,5.29,20.18,61,12.79,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,PAR,SMA1367,U,0,0,8.87,6.93,5.05,20.88,64,12.84,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,GAMO,SMC037,U,0,0,17.6,NA,NA,35.74,110,46.56,I,B,3.64,0,A,1,1,1,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,FOR,SM2028,M,5,CP1,13.16,11.94,8.34,20.32,71,20.32,R,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,FOR,SM2029,F,0,BP,12.8,10.96,7.8,20.32,65,21.2,R,NA,NA,0,A,0,0,0,,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,CRA,SM2030,M,5,CP5,12.28,11.58,7.89,26.35,82,33.29,U,NA,NA,0,B,1,0,1,0,,UNA UÑA MENOS,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,FOR,SM2031,F,0,BP,13.37,9.95,9.04,21.74,63,20.7,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,FOR,SM2032,M,3,0,14.43,13.57,9.43,22.83,74,27.71,U,NA,NA,0,B,1,0,1,0,,PRESENTA UNA HINCHAZON CERCA DE LA CLOACA,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,SCA,LF1255,M,5,CP1,12.52,9.21,6.46,20.84,70,20.49,R,NA,NA,0,A,1,0,1,0,1,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,FOR,SM2033,U,0,0,13.07,11.66,7.45,21.24,67,20.07,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,CRA,SM2034,M,5,0,12.41,11.42,8.56,27.34,80,31.49,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,FOR,SM2035,M,1,CP1,12.41,10.62,6.66,19.74,69,19.46,U,NA,NA,0,A,0,1,0,1,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,FUL,SMA1368,U,0,0,10.01,7.5,5.67,19.74,63,13.39,I,A,4.08,0,A,0,1,0,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,FOR,SM2036,M,5,CP1,13.99,13.14,8.78,20.51,71,23.03,U,NA,NA,0,B,1,0,1,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,FOR,SM2037,M,5,CP1,13.7,12.5,8.08,20.99,73,22.18,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,GAMO,SMC038,U,0,0,17.26,NA,NA,31.54,99,41.74,U,NA,NA,0,A,1,0,1,0,,,,,,,1,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,CRA,SM2038,M,5,CP1,12.72,12.11,8.57,28,81,35,I,A,5.14,0,A,1,1,1,0,,,,,,,1,1,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,GAMO,SMC031,U,0,0,18.59,NA,NA,35.29,106,46.88,U,NA,NA,0,A,0,0,0,0,1,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,CRA,SM2039,M,5,CP2,12.04,11.61,7.49,26.71,82,31.42,U,NA,NA,0,B,0,0,0,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,YT,MAG,SM1941,U,0,0,NA,NA,NA,NA,NA,NA,R,NA,NA,0,0,0,0,0,0,1,"MURIO_ANILLO MAL COLOCADO ""APLASTADO"" SE  PROCEDIO A SACARLO PERO ESTABA TAN APRETADO QUE SE ROMPIO SU PATITA Y TUVIMOS QUE APUNTAR. SE PROCEDIO A COLOCAR POLVO PARA DETENER EL SANGRADO, EL AVE SEGUIA DESPIERTA. LUEGO SE LLAMO A LA VET DEL PNG PARA QUE NOS PUEDA AYUDAR, NOS AYUDO UNA VET VOLUNTARIO LE COLOCO COMPLEJO B, PARA EL DOLOR E INFECCION. EL AVE SE VEIA ACTIVO QUERIA VOLAR. AL SIGUIENTE DIA SEGUIA VIVO ACTIVO COMIA Y BEBIA AGUA EN LA ZONA DEL BARRANCO. LO ATRAPARON PORQUE NO VOLABA ESTO DEBIO SER PORQUE SE ESTA ADAPTANDO",,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,CRA,SM2040,M,4,CP3,10.5,9.69,9.4,26.05,82,20.55,R,NA,NA,0,B,0,0,0,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,CRA,SM2041,M,4,CP2,18.58,10.57,6.3,21.87,79,27.49,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
5,30,2023,150,30-May-23,Puerto Ayora,arida,24,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,CRA,SH1512,M,4,0,11.04,10.68,7.42,24.13,80,26.82,U,NA,NA,0,A,0,0,0,0,,"ANILLO TOMATE EN PATA IZQ, MENOS UNA UÑA",,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,FOR,SM2042,M,5,0,12.8,11.64,7.26,20.13,71,24.6,R,NA,NA,0,A,0,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,GAMO,SMC039,U,0,0,15.14,NA,NA,32.06,102,37.72,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,FOR,SM2043,U,0,0,10.73,9.45,6.57,20.06,69,26.08,U,NA,NA,0,B,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,FOR,SM2044,M,5,0,12,8.82,6.56,19.98,71,21.98,R,NA,NA,0,A,1,0,1,0,,MENOS 1 DEDO,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,CRA,SM1740,M,5,0,10.37,9.92,6.49,25.23,80,31.13,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,CRA,JP5696,M,5,0,11.2,10.86,6.97,26.21,81,33.92,R,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,CRA,SM2045,M,4,CP1,10.87,10.42,6.66,24.86,82,33.42,U,NA,NA,0,B,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,FOR,SM2046,U,0,0,13.81,11.88,6.84,21.81,71,22.65,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,FUL,SMA1351,F,0,BP,9.21,6.78,4.38,19.65,58,21.24,U,NA,NA,0,A,0,0,0,0,1,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,FUL,SMA1369,U,0,0,8.48,6.81,4.49,18.67,61,14.92,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,SCA,SM2047,M,5,CP2,12.6,8.78,5.41,19.9,69,42.68,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,CRA,SM2048,M,5,0,10.8,10.25,6.031,25.04,80,25.36,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,FOR,SM2049,F,0,BP,11.55,10.04,5.88,20.76,69,27.04,R,NA,NA,0,B,0,0,0,0,,MENOS 1 DEDO,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,CRA,SM2050,M,5,CP5,10.36,10.15,6.91,24.43,70,21.71,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,CRA,RHC410,M,4,CP3,10.1,10.33,6.21,24.96,75,40.21,R,NA,NA,0,B,0,0,0,0,,"MENOS 2 DEDOS EN 1 PATA, MENOS 3 DEDOS EN LA OTRA",,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,FOR,SM2052,M,5,0,12.39,11.28,5.92,21.52,76,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,,SE ESCAPO . INFECCION PEQUEÑA4,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,DL,MAG,SM2052,U,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"ANILLO NUEVO PARA EL MAG DE SM1941, MURIO",,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,FUL,SMA1370,M,5,0,9.56,7.41,4.55,18.48,65,14.32,R,NA,NA,0,B,1,0,1,0,,MENOS 2 DEDOS PATA DERECHA,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,CRA,SM2053,M,4,CP2,12.28,11.57,7.69,29.13,76,28.47,U,NA,NA,0,B,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,MAG,SM1956,M,5,0,18.44,16.25,11.27,26.04,80,34.34,U,NA,NA,0,B,0,0,0,0,1,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,CRA,SM2055,M,4,CP4,11.38,11.29,6.95,29.36,80,29.46,R,NA,NA,0,B,1,0,1,0,,"LE FALTA UN DEDO, TIENE UNA HERIDA O ESPINILLA CERCA DE LA CLOACA DE COLOR AMARILLENTO",,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,CRA,LF0868,M,4,0,11.83,11.14,6.92,26.82,81,31.29,U,NA,NA,0,B,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,CRA,SM2054,M,4,0,11.1,11.14,6.86,27.08,81,27.19,R,NA,NA,0,B,0,0,0,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,SCA,SM1917,M,5,CP5,15.61,9.13,5.81,20.91,69,23.66,R,NA,NA,0,B,0,0,0,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,CRA,SH1370,M,5,CP5,11.43,10.79,6.53,26.89,76,32.4,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,CRA,SM2056,M,4,CP2,11.42,10.44,6.74,24.31,80,28.47,R,NA,NA,0,B,0,0,0,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,MELA,SMC040,U,0,0,18.38,NA,NA,27.15,120,27.83,U,NA,NA,1,A,1,0,1,0,,,,,,,,,
5,31,2023,151,31-May-23,Puerto Ayora,arida,25,Barranco,-0.7386212,-90.3017273,,6:30,11:00,0:00,4,,,,AG,CRA,SM2057,M,5,CP2,10.92,10.46,6.35,27.27,75,31.2,R,NA,NA,0,A,0,0,0,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,cloudy,YT,GAMO,SMC041,U,0,0,16.05,NA,NA,32.81,98,42.51,I,C,11.96,0,A,1,1,1,0,,Rain time for today changed to 0:00 because 7 hours didn't make sense,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,FUL,SMA1371,M,5,CP1,10.73,7.99,5.37,19.2,65,14.15,U,NA,NA,0,B,1,0,1,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,FOR,SM2058,U,0,0,12.6,11.05,7.68,20.27,66,18.48,I,A,3.51,0,A,1,0,1,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,FUL,SM128,F,0,BP,8.45,6.61,5.04,18.22,56,12.08,U,NA,NA,0,B,0,0,0,0,1,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,FUL,SMA1372,M,3,0,10.44,7.91,5.22,18.76,59,15.19,I,B,2.86,0,B,1,0,1,0,,,,,,,1,1,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,GAMO,SMC042,U,0,0,16.06,NA,NA,33.64,100,40.13,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,FOR,SM2059,M,1,0,13.02,11.03,8.07,25.5,70,19.64,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,FOR,SM2060,M,5,CP1,11.87,10.75,6.81,19.42,67,19.89,U,NA,NA,0,B,0,0,0,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,FOR,SM2061,M,5,CP2,14.07,13.85,8.49,21.51,70,24.14,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,GAMO,SMC032,U,0,0,18.17,NA,NA,36.95,105,49.65,R,NA,NA,0,A,0,0,0,0,1,MENOS DOS DEDOS,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,GAMO,DC782,F,0,BP,17.39,NA,NA,36.74,103,43.31,U,NA,NA,0,A,1,0,1,0,1,QUERATOSIS,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,GAMO,DC783,M,0,CP5,17.6,NA,NA,35.07,107,43.51,U,NA,NA,0,A,0,0,0,0,1,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,CRA,SM2063,F,0,BP,11.65,10.92,7.4,22.95,76,27.72,R,NA,NA,0,A,0,0,0,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,MELA,SMC043,U,0,0,18.16,NA,NA,27.14,115,41.21,U,NA,NA,0,A,1,0,0,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,YT,FOR,SM2064,F,0,BP,16.26,15.6,10.4,22.6,74,27.29,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,AG,FOR,SM2065,M,5,CP1,17.01,15.68,10.2,22.11,80,30.57,R,NA,NA,0,A,0,0,0,0,,QUIZAS SEA UN MAG?,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,DL,FOR,JP3826,U,0,0,12.31,11.6,7.47,22.34,75,26.12,R,NA,NA,0,B,1,0,1,0,1,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,DL,FUL,SMA1373,F,0,BP,11.1,10,6.5,18.8,65,18.71,U,NA,NA,0,B,0,0,0,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,DL,FUL,SMA1374,U,0,0,7.09,7.5,5,19.4,62,13.85,U,NA,NA,0,NA,0,0,0,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,DL,GAMO,SMC044,U,0,0,14.13,NA,NA,32.4,101,45.44,U,NA,NA,0,NA,1,0,1,0,,,,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,DL,FUL,SMA1375,M,2,0,7.5,7.2,5.1,17.6,61,14.9,U,NA,NA,0,0,0,0,0,0,,"MENOS UN DESO EN CADA PATA, TIENEN PIOJOS",,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,DL,FOR,SM2062,M,5,0,10.5,9.9,6.7,19.9,68,NA,R,NA,NA,0,A,1,0,1,0,,"QUIZAS ESTE MAL PESADO, peso removed",,,,,,,
6,6,2023,157,6-Jun-23,Puerto Ayora,arida,26,Barranco,-0.7386212,-90.3017273,,6:37,9:15,0:00,4,,,,DL,GAMO,SMC045,U,0,0,15.2,NA,NA,35.7,101,45.91,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,FUL,SMA1376,M,5,CP2,7.7,7.07,5.24,17.55,60,13.7,R,NA,NA,0,B,1,0,1,0,,,,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,CRA,SM2066,F,0,BP,10.04,9.7,6.21,24.1,75,29.41,U,NA,NA,0,B,0,0,0,0,1,,,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,GAMO,SMC046,U,0,0,14.04,NA,NA,34.42,107,48.78,I,C,8.74,0,A,1,0,1,0,,"JUVENIL, VIRUELA EN ARTICULACION",,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,FOR,SM2067,U,0,0,11.57,10.87,6.7,26.16,70,38.54,U,NA,NA,0,A,0,0,0,0,,,,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,FUL,SMA1377,M,4,0,8.61,6.93,4.46,18.27,61,15.36,R,NA,NA,0,A,1,0,1,0,,"EN LA BASE DEL TARSO TIENE UNA VERRUGA, CON PIOJOS",,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,CRA,SM2068,M,5,0,11.36,11.46,7.33,28.87,85,31.58,R,NA,NA,0,B,1,0,1,0,,,,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,GAMO,SMC047,U,0,0,14.76,NA,NA,31.18,105,41.86,U,NA,NA,0,A,1,0,1,0,,JUVENIL,,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,SCA,LF4149,F,0,BP,13.8,8.17,5.18,21.65,65,22.6,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,SCA,SM2069,M,5,0,13.7,8.99,5.94,19.29,70,26.64,U,NA,NA,0,A,1,0,1,0,,,,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,FUL,SMA1378,U,0,0,8.06,6.49,9.71,16.55,59,13.85,U,NA,NA,0,B,1,0,1,0,,,,,,,,,
6,7,2023,158,7-Jun-23,Puerto Ayora,arida,27,Barranco,-0.7386212,-90.3017273,,6:40,9:40,0:00,4,,,,DL,FOR,SM2070,U,0,0,10.95,9.34,6.54,20.21,61,23,U,NA,NA,0,A,1,0,1,0,,JUVENIL?,,,,,,,
6,9,2023,160,9-Jun-23,Puerto Ayora,arida,28,Barranco,-0.7386212,-90.3017273,,7:00,9:00,0:00,4,,,,DL,PAR,SMA1379,F,0,BP,7.2,7.15,4.43,19.98,61,13.64,U,NA,NA,0,A,0,0,0,0,,"EL CUELLO SIN PLUMAS, QUIZAS SEA UN HONGO?",,,,,,,
6,9,2023,160,9-Jun-23,Puerto Ayora,arida,28,Barranco,-0.7386212,-90.3017273,,7:00,9:00,0:00,4,,,,DL,PAR,SMA1335,M,3,CP1,7.59,7.07,4.23,18.5,62,12,U,NA,NA,0,A,1,0,1,0,1,,,,,,,,
6,9,2023,160,9-Jun-23,Puerto Ayora,arida,28,Barranco,-0.7386212,-90.3017273,,7:00,9:00,0:00,4,,,,DL,PET,SM237,M,0,CP4,9.01,NA,NA,18.89,65,11.5,U,NA,NA,0,A,1,0,1,0,1,,,,,,,,
6,13,2023,164,13-Jun-23,Puerto Ayora,arida,29,Barranco,-0.7386212,-90.3017273,,6:45,11:00,0:00,4,,,,DL,FOR,SM2071,U,0,0,9.89,8.02,5.33,17.88,65,17.43,U,NA,NA,0,A,1,0,0,1,,,,,,,,,
6,13,2023,164,13-Jun-23,Puerto Ayora,arida,29,Barranco,-0.7386212,-90.3017273,,6:45,11:00,0:00,4,,,,DL,FOR,SM2072,M,1,0,12.45,11.47,6.18,20.01,75,26.42,U,NA,NA,0,A,1,1,1,1,,TIENE UNA VERRUGA PEQUEÑA EN LA BASE DEL TARSO,,,,,1,1,
